class,value,variable,period,company,link
D,0,PrincipalDistribution,2018-01-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000008/a2017-1ex991021518.htm
A-1,0,BeginningNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-2,289447027.59,BeginningNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-3,4.3e+08,BeginningNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-4,117800000,BeginningNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
B,24800000,BeginningNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
C,26200000,BeginningNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
D,30200000,BeginningNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-1,0,EndingNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-2,260888196.51,EndingNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-3,4.3e+08,EndingNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-4,117800000,EndingNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
B,24800000,EndingNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
C,26200000,EndingNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
D,30200000,EndingNotePrincipalBalance,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-1,0,InterestDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-2,371457.02,InterestDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-3,709500,InterestDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-4,222838.33,InterestDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
B,52493.33,InterestDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
C,62006.67,InterestDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
D,86321.67,InterestDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-1,0,PrincipalDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-2,28558831.08,PrincipalDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-3,0,PrincipalDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-4,0,PrincipalDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
B,0,PrincipalDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
C,0,PrincipalDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
D,0,PrincipalDistribution,2017-12-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381918000004/a2017-1ex991011618.htm
A-1,0,BeginningNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-2,319701451.16,BeginningNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-3,4.3e+08,BeginningNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-4,117800000,BeginningNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
B,24800000,BeginningNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
C,26200000,BeginningNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
D,30200000,BeginningNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-1,0,EndingNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-2,289447027.59,EndingNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-3,4.3e+08,EndingNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-4,117800000,EndingNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
B,24800000,EndingNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
C,26200000,EndingNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
D,30200000,EndingNotePrincipalBalance,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-1,0,InterestDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-2,410283.53,InterestDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-3,709500,InterestDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-4,222838.33,InterestDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
B,52493.33,InterestDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
C,62006.67,InterestDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
D,86321.67,InterestDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-1,0,PrincipalDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-2,30254423.57,PrincipalDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-3,0,PrincipalDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-4,0,PrincipalDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
B,0,PrincipalDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
C,0,PrincipalDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
D,0,PrincipalDistribution,2017-11-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000049/a2017-1ex991121517.htm
A-1,0,BeginningNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-2,352901230.19,BeginningNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-3,4.3e+08,BeginningNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-4,117800000,BeginningNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
B,24800000,BeginningNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
C,26200000,BeginningNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
D,30200000,BeginningNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-1,0,EndingNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-2,319701451.16,EndingNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-3,4.3e+08,EndingNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-4,117800000,EndingNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
B,24800000,EndingNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
C,26200000,EndingNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
D,30200000,EndingNotePrincipalBalance,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-1,0,InterestDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-2,452889.91,InterestDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-3,709500,InterestDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-4,222838.33,InterestDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
B,52493.33,InterestDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
C,62006.67,InterestDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
D,86321.67,InterestDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-1,0,PrincipalDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-2,33199779.03,PrincipalDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-3,0,PrincipalDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-4,0,PrincipalDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
B,0,PrincipalDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
C,0,PrincipalDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
D,0,PrincipalDistribution,2017-10-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000045/a2017-1ex991111517.htm
A-1,0,BeginningNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-2,385496907.09,BeginningNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-3,4.3e+08,BeginningNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-4,117800000,BeginningNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
B,24800000,BeginningNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
C,26200000,BeginningNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
D,30200000,BeginningNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-1,0,EndingNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-2,352901230.19,EndingNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-3,4.3e+08,EndingNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-4,117800000,EndingNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
B,24800000,EndingNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
C,26200000,EndingNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
D,30200000,EndingNotePrincipalBalance,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-1,0,InterestDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-2,494721.03,InterestDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-3,709500,InterestDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-4,222838.33,InterestDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
B,52493.33,InterestDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
C,62006.67,InterestDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
D,86321.67,InterestDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-1,0,PrincipalDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-2,32595676.9,PrincipalDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-3,0,PrincipalDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-4,0,PrincipalDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
B,0,PrincipalDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
C,0,PrincipalDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
D,0,PrincipalDistribution,2017-09-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000041/a2017-1ex991101617.htm
A-1,0,BeginningNotePrincipalBalance,2017-08-01,CarMax Auto Owner Trust 2017-1,https://www.sec.gov/Archives/edgar/data/1693819/000169381917000036/a2017-1ex991091517.htm
